,true_label,graph_id,method,binary_prediction,fold,probability_prediction_0,probability_prediction_1,probability_prediction_2
1232,2,282,pagerank_w_mean_0.50,2,5,0.0331,0.0745,0.8924
1233,1,283,pagerank_w_mean_0.50,1,6,0.1771,0.6829,0.1399
1234,2,284,pagerank_w_mean_0.50,2,5,0.0251,0.0623,0.9126
1235,0,285,pagerank_w_mean_0.50,1,5,0.3378,0.5857,0.0765
1236,1,286,pagerank_w_mean_0.50,1,6,0.2223,0.5946,0.1831
1237,2,287,pagerank_w_mean_0.50,2,6,0.0377,0.0859,0.8765
1238,2,288,pagerank_w_mean_0.50,2,6,0.0443,0.1006,0.8551
1239,1,289,pagerank_w_mean_0.50,1,6,0.2683,0.5648,0.1669
1240,2,290,pagerank_w_mean_0.50,2,6,0.0432,0.0822,0.8746
1241,1,291,pagerank_w_mean_0.50,1,6,0.2077,0.658,0.1343
1242,1,292,pagerank_w_mean_0.50,1,6,0.2477,0.5737,0.1786
1243,0,293,pagerank_w_mean_0.50,1,5,0.4023,0.5526,0.0451
1244,0,294,pagerank_w_mean_0.50,1,5,0.4403,0.5151,0.0446
1245,2,295,pagerank_w_mean_0.50,2,6,0.0397,0.0833,0.877
1246,2,296,pagerank_w_mean_0.50,2,6,0.0489,0.0993,0.8518
1247,1,297,pagerank_w_mean_0.50,1,6,0.203,0.6239,0.173
1248,1,298,pagerank_w_mean_0.50,1,6,0.2632,0.5207,0.2161
1249,0,299,pagerank_w_mean_0.50,1,5,0.3486,0.578,0.0734
1250,1,300,pagerank_w_mean_0.50,1,6,0.2348,0.6089,0.1563
1251,0,301,pagerank_w_mean_0.50,1,5,0.3467,0.6004,0.0529
1252,1,302,pagerank_w_mean_0.50,1,6,0.2323,0.5739,0.1938
1253,2,303,pagerank_w_mean_0.50,2,6,0.0354,0.0846,0.88
1254,1,304,pagerank_w_mean_0.50,1,6,0.2237,0.6062,0.1701
1255,1,305,pagerank_w_mean_0.50,1,6,0.2639,0.5534,0.1827
1256,1,306,pagerank_w_mean_0.50,1,6,0.2301,0.5329,0.237
1257,2,307,pagerank_w_mean_0.50,2,6,0.0448,0.0978,0.8574
1258,0,308,pagerank_w_mean_0.50,1,5,0.3479,0.5818,0.0703
1259,2,309,pagerank_w_mean_0.50,2,6,0.0629,0.1356,0.8015
1260,2,310,pagerank_w_mean_0.50,2,6,0.083,0.1381,0.779
1261,1,311,pagerank_w_mean_0.50,1,6,0.2579,0.5321,0.21
1262,1,312,pagerank_w_mean_0.50,1,6,0.2715,0.5365,0.1921
1263,0,313,pagerank_w_mean_0.50,1,5,0.3774,0.5639,0.0587
1264,0,314,pagerank_w_mean_0.50,1,5,0.3545,0.5849,0.0606
1265,1,315,pagerank_w_mean_0.50,1,7,0.1814,0.5048,0.3138
1266,2,316,pagerank_w_mean_0.50,2,6,0.0598,0.0984,0.8419
1267,0,317,pagerank_w_mean_0.50,1,5,0.412,0.5496,0.0384
1268,2,318,pagerank_w_mean_0.50,2,6,0.084,0.126,0.79
1269,1,319,pagerank_w_mean_0.50,1,7,0.1582,0.5626,0.2793
1270,2,320,pagerank_w_mean_0.50,2,6,0.05,0.1211,0.8289
1271,2,321,pagerank_w_mean_0.50,2,6,0.0342,0.0784,0.8874
1272,1,322,pagerank_w_mean_0.50,1,7,0.1799,0.497,0.323
1273,0,323,pagerank_w_mean_0.50,1,6,0.4114,0.5633,0.0252
1274,1,324,pagerank_w_mean_0.50,1,7,0.2125,0.4366,0.351
1275,0,325,pagerank_w_mean_0.50,1,6,0.4017,0.5618,0.0365
1276,1,326,pagerank_w_mean_0.50,1,7,0.1687,0.5232,0.3081
1277,1,327,pagerank_w_mean_0.50,1,7,0.1657,0.5389,0.2955
1278,1,328,pagerank_w_mean_0.50,1,7,0.1636,0.531,0.3054
1279,1,329,pagerank_w_mean_0.50,1,7,0.1769,0.5174,0.3057
1280,0,330,pagerank_w_mean_0.50,1,6,0.3487,0.6027,0.0486
1281,0,331,pagerank_w_mean_0.50,1,6,0.4271,0.543,0.0299
1282,1,332,pagerank_w_mean_0.50,1,7,0.1878,0.4964,0.3158
1283,0,333,pagerank_w_mean_0.50,1,6,0.3859,0.5813,0.0328
1284,0,334,pagerank_w_mean_0.50,1,6,0.3461,0.6071,0.0468
1285,0,335,pagerank_w_mean_0.50,1,6,0.4168,0.5562,0.0269
1286,2,336,pagerank_w_mean_0.50,2,6,0.0531,0.1062,0.8407
1287,2,337,pagerank_w_mean_0.50,2,6,0.0505,0.1038,0.8457
1288,0,338,pagerank_w_mean_0.50,1,6,0.3746,0.5899,0.0355
1289,0,339,pagerank_w_mean_0.50,1,6,0.359,0.5994,0.0416
1290,1,340,pagerank_w_mean_0.50,1,7,0.2052,0.4491,0.3458
1291,0,341,pagerank_w_mean_0.50,1,6,0.3999,0.5626,0.0375
1292,1,342,pagerank_w_mean_0.50,1,7,0.1675,0.5411,0.2914
1293,1,343,pagerank_w_mean_0.50,1,7,0.1686,0.5249,0.3066
1294,2,344,pagerank_w_mean_0.50,2,6,0.0644,0.1235,0.8122
1295,1,345,pagerank_w_mean_0.50,1,7,0.1583,0.5577,0.284
1296,2,346,pagerank_w_mean_0.50,2,6,0.068,0.1147,0.8173
1297,0,347,pagerank_w_mean_0.50,1,7,0.2088,0.4437,0.3475
1298,0,348,pagerank_w_mean_0.50,1,7,0.1941,0.4681,0.3377
1299,1,349,pagerank_w_mean_0.50,1,7,0.1735,0.5299,0.2965
1300,0,350,pagerank_w_mean_0.50,1,7,0.215,0.4344,0.3506
1301,1,351,pagerank_w_mean_0.50,1,7,0.1574,0.5557,0.2869
1302,1,352,pagerank_w_mean_0.50,1,7,0.1899,0.4854,0.3247
1303,1,353,pagerank_w_mean_0.50,1,7,0.1456,0.5739,0.2805
1304,1,354,pagerank_w_mean_0.50,1,7,0.179,0.5105,0.3106
1305,2,355,pagerank_w_mean_0.50,2,7,0.2274,0.342,0.4306
1306,1,356,pagerank_w_mean_0.50,1,7,0.1831,0.5032,0.3137
1307,2,357,pagerank_w_mean_0.50,2,7,0.2075,0.3642,0.4282
1308,2,358,pagerank_w_mean_0.50,2,7,0.2303,0.3438,0.4259
1309,2,359,pagerank_w_mean_0.50,2,7,0.2264,0.3586,0.415
1310,2,360,pagerank_w_mean_0.50,2,7,0.219,0.352,0.429
1311,2,361,pagerank_w_mean_0.50,2,7,0.2263,0.3495,0.4241
1312,1,362,pagerank_w_mean_0.50,1,7,0.1825,0.5115,0.3059
1313,2,363,pagerank_w_mean_0.50,2,7,0.2131,0.3396,0.4473
1314,2,364,pagerank_w_mean_0.50,2,7,0.2312,0.3421,0.4267
1315,2,365,pagerank_w_mean_0.50,2,7,0.2104,0.3747,0.4149
1316,1,366,pagerank_w_mean_0.50,1,8,0.0353,0.6554,0.3094
1317,0,367,pagerank_w_mean_0.50,1,7,0.2056,0.4498,0.3446
1318,1,368,pagerank_w_mean_0.50,1,8,0.0288,0.6719,0.2993
1319,1,369,pagerank_w_mean_0.50,1,8,0.0593,0.5875,0.3532
1320,0,370,pagerank_w_mean_0.50,1,7,0.2156,0.4398,0.3446
1321,1,371,pagerank_w_mean_0.50,1,8,0.0455,0.6139,0.3406
1322,1,372,pagerank_w_mean_0.50,1,8,0.0559,0.5908,0.3533
1323,1,373,pagerank_w_mean_0.50,1,8,0.0461,0.617,0.3369
1324,2,374,pagerank_w_mean_0.50,2,7,0.2143,0.3558,0.4299
1325,1,375,pagerank_w_mean_0.50,1,8,0.061,0.5909,0.3481
1326,2,376,pagerank_w_mean_0.50,2,7,0.2194,0.3623,0.4183
1327,2,377,pagerank_w_mean_0.50,2,7,0.2158,0.3423,0.4419
1328,1,378,pagerank_w_mean_0.50,1,8,0.0278,0.6811,0.291
1329,2,379,pagerank_w_mean_0.50,2,7,0.2173,0.3342,0.4485
1330,2,380,pagerank_w_mean_0.50,2,7,0.2178,0.356,0.4263
1331,1,381,pagerank_w_mean_0.50,1,8,0.0405,0.6296,0.33
1332,1,382,pagerank_w_mean_0.50,1,8,0.0523,0.6047,0.3431
1333,2,383,pagerank_w_mean_0.50,2,7,0.216,0.3332,0.4508
1334,0,384,pagerank_w_mean_0.50,1,7,0.2193,0.4307,0.35
1335,0,385,pagerank_w_mean_0.50,1,7,0.1987,0.4617,0.3396
1336,2,386,pagerank_w_mean_0.50,2,7,0.2168,0.3557,0.4275
1337,2,387,pagerank_w_mean_0.50,2,7,0.2077,0.3895,0.4028
1338,2,388,pagerank_w_mean_0.50,2,8,0.208,0.3629,0.4291
1339,0,389,pagerank_w_mean_0.50,1,7,0.213,0.4403,0.3467
1340,1,390,pagerank_w_mean_0.50,1,8,0.0362,0.6511,0.3127
1341,2,391,pagerank_w_mean_0.50,1,8,0.1383,0.4465,0.4152
1342,1,392,pagerank_w_mean_0.50,1,8,0.0323,0.6606,0.3071
1343,1,393,pagerank_w_mean_0.50,1,8,0.0432,0.6197,0.3371
1344,1,394,pagerank_w_mean_0.50,1,8,0.0322,0.6708,0.297
1345,0,395,pagerank_w_mean_0.50,1,7,0.2073,0.4485,0.3442
1346,0,396,pagerank_w_mean_0.50,1,7,0.2046,0.4557,0.3397
1347,2,397,pagerank_w_mean_0.50,2,8,0.2123,0.3572,0.4305
1348,0,398,pagerank_w_mean_0.50,0,8,0.7094,0.0562,0.2344
1349,2,399,pagerank_w_mean_0.50,1,8,0.1535,0.4266,0.4199
1350,1,400,pagerank_w_mean_0.50,1,8,0.0541,0.5923,0.3536
1351,1,401,pagerank_w_mean_0.50,1,8,0.0386,0.6504,0.311
1352,2,402,pagerank_w_mean_0.50,2,8,0.236,0.3329,0.4311
1353,1,403,pagerank_w_mean_0.50,1,8,0.0386,0.6373,0.3241
1354,1,404,pagerank_w_mean_0.50,1,8,0.0527,0.5953,0.352
1355,2,405,pagerank_w_mean_0.50,2,8,0.1996,0.3707,0.4298
1356,1,406,pagerank_w_mean_0.50,1,8,0.0673,0.5647,0.3681
1357,0,407,pagerank_w_mean_0.50,0,8,0.6961,0.0602,0.2437
1358,1,408,pagerank_w_mean_0.50,1,8,0.045,0.6192,0.3358
1359,0,409,pagerank_w_mean_0.50,0,8,0.7316,0.0481,0.2203
1360,2,410,pagerank_w_mean_0.50,2,8,0.1902,0.3825,0.4274
1361,1,411,pagerank_w_mean_0.50,1,9,0.2143,0.4243,0.3614
1362,2,412,pagerank_w_mean_0.50,2,8,0.1762,0.3983,0.4255
1363,0,413,pagerank_w_mean_0.50,0,8,0.6471,0.078,0.2748
1364,2,414,pagerank_w_mean_0.50,2,8,0.1973,0.3731,0.4296
1365,1,415,pagerank_w_mean_0.50,1,9,0.2396,0.4305,0.3299
1366,0,416,pagerank_w_mean_0.50,0,8,0.7147,0.055,0.2303
1367,2,417,pagerank_w_mean_0.50,2,8,0.1793,0.3941,0.4265
1368,2,418,pagerank_w_mean_0.50,2,8,0.1704,0.4043,0.4253
1369,1,419,pagerank_w_mean_0.50,1,9,0.246,0.4197,0.3342
1370,1,420,pagerank_w_mean_0.50,1,9,0.262,0.3766,0.3614
1371,1,421,pagerank_w_mean_0.50,1,9,0.2347,0.4667,0.2986
1372,0,422,pagerank_w_mean_0.50,0,8,0.7235,0.0511,0.2254
1373,0,423,pagerank_w_mean_0.50,0,8,0.7328,0.0486,0.2185
1374,0,424,pagerank_w_mean_0.50,0,8,0.6588,0.0734,0.2678
1375,1,425,pagerank_w_mean_0.50,1,9,0.2216,0.4774,0.301
1376,1,426,pagerank_w_mean_0.50,1,9,0.2388,0.4848,0.2764
1377,0,427,pagerank_w_mean_0.50,0,8,0.6927,0.0608,0.2465
1378,0,428,pagerank_w_mean_0.50,0,8,0.7244,0.0511,0.2246
1379,2,429,pagerank_w_mean_0.50,2,8,0.2042,0.3665,0.4294
1380,1,430,pagerank_w_mean_0.50,1,9,0.2093,0.4435,0.3472
1381,1,431,pagerank_w_mean_0.50,1,9,0.2608,0.4543,0.2849
1382,0,432,pagerank_w_mean_0.50,0,9,0.446,0.3648,0.1892
1383,2,433,pagerank_w_mean_0.50,2,8,0.1875,0.3837,0.4288
1384,2,434,pagerank_w_mean_0.50,2,8,0.2648,0.3063,0.4289
1385,0,435,pagerank_w_mean_0.50,0,9,0.5707,0.2853,0.144
1386,2,436,pagerank_w_mean_0.50,2,8,0.2163,0.3534,0.4304
1387,2,437,pagerank_w_mean_0.50,1,8,0.1414,0.4413,0.4173
1388,1,438,pagerank_w_mean_0.50,1,9,0.1933,0.488,0.3187
1389,1,439,pagerank_w_mean_0.50,1,9,0.2267,0.4262,0.3471
1390,0,440,pagerank_w_mean_0.50,0,9,0.467,0.358,0.1749
1391,2,441,pagerank_w_mean_0.50,2,8,0.2317,0.3381,0.4302
1392,0,442,pagerank_w_mean_0.50,0,9,0.4633,0.364,0.1727
1393,0,443,pagerank_w_mean_0.50,0,9,0.4993,0.3364,0.1643
1394,2,444,pagerank_w_mean_0.50,1,9,0.1158,0.4461,0.4381
1395,0,445,pagerank_w_mean_0.50,0,9,0.4628,0.3533,0.184
1396,1,446,pagerank_w_mean_0.50,1,9,0.216,0.4976,0.2863
1397,2,447,pagerank_w_mean_0.50,1,9,0.1387,0.4721,0.3892
1398,1,448,pagerank_w_mean_0.50,1,9,0.2329,0.44,0.3271
1399,1,449,pagerank_w_mean_0.50,1,9,0.2614,0.4106,0.328
1400,1,450,pagerank_w_mean_0.50,1,9,0.2423,0.4253,0.3323
1401,2,451,pagerank_w_mean_0.50,1,9,0.113,0.4526,0.4345
1402,1,452,pagerank_w_mean_0.50,1,9,0.2383,0.4536,0.3081
1403,2,453,pagerank_w_mean_0.50,1,9,0.1394,0.4673,0.3934
1404,2,454,pagerank_w_mean_0.50,1,9,0.1532,0.4722,0.3746
1405,2,455,pagerank_w_mean_0.50,2,9,0.103,0.4445,0.4526
1406,2,456,pagerank_w_mean_0.50,2,9,0.0914,0.4375,0.4711
1407,1,457,pagerank_w_mean_0.50,1,9,0.2571,0.3932,0.3497
1408,0,458,pagerank_w_mean_0.50,0,9,0.4692,0.3506,0.1802
1409,0,459,pagerank_w_mean_0.50,0,9,0.4179,0.3769,0.2052
1410,2,460,pagerank_w_mean_0.50,1,9,0.1083,0.4504,0.4413
1411,1,461,pagerank_w_mean_0.50,1,9,0.2557,0.3848,0.3595
1412,2,462,pagerank_w_mean_0.50,1,9,0.1098,0.4543,0.4359
1413,2,463,pagerank_w_mean_0.50,1,9,0.1257,0.4658,0.4085
1414,0,464,pagerank_w_mean_0.50,0,9,0.4894,0.3428,0.1678
1415,2,465,pagerank_w_mean_0.50,2,9,0.0966,0.444,0.4595
1416,2,466,pagerank_w_mean_0.50,1,9,0.1002,0.4932,0.4066
1417,2,467,pagerank_w_mean_0.50,2,9,0.0872,0.4431,0.4698
1418,2,468,pagerank_w_mean_0.50,1,9,0.1149,0.4607,0.4245
1419,2,469,pagerank_w_mean_0.50,2,9,0.0881,0.4285,0.4834
1420,2,470,pagerank_w_mean_0.50,1,9,0.1299,0.4616,0.4085
1421,0,471,pagerank_w_mean_0.50,0,9,0.4031,0.3958,0.2011
1422,2,472,pagerank_w_mean_0.50,1,9,0.1389,0.4746,0.3865
1423,1,473,pagerank_w_mean_0.50,1,9,0.2359,0.4417,0.3223
1424,1,474,pagerank_w_mean_0.50,1,9,0.2404,0.4574,0.3022
1425,1,0,pagerank_w_mean_0.75,1,0,0.1406,0.8561,0.0033
1426,2,1,pagerank_w_mean_0.75,2,0,0.0355,0.0015,0.963
1427,0,2,pagerank_w_mean_0.75,1,0,0.4419,0.5048,0.0533
1428,1,3,pagerank_w_mean_0.75,1,0,0.1678,0.8278,0.0044
1429,2,4,pagerank_w_mean_0.75,2,0,0.0584,0.0093,0.9324
1430,1,5,pagerank_w_mean_0.75,1,0,0.2437,0.7528,0.0035
1431,2,6,pagerank_w_mean_0.75,2,0,0.0302,0.0018,0.968
1432,0,7,pagerank_w_mean_0.75,1,0,0.4025,0.5218,0.0757
1433,2,8,pagerank_w_mean_0.75,2,0,0.0405,0.002,0.9576
1434,1,9,pagerank_w_mean_0.75,1,0,0.1766,0.8215,0.0018
1435,2,10,pagerank_w_mean_0.75,2,0,0.044,0.0041,0.9519
1436,2,11,pagerank_w_mean_0.75,2,0,0.0399,0.0015,0.9586
1437,2,12,pagerank_w_mean_0.75,2,0,0.0625,0.0036,0.9339
1438,1,13,pagerank_w_mean_0.75,1,0,0.2155,0.7825,0.002
1439,1,14,pagerank_w_mean_0.75,1,0,0.2002,0.7979,0.0019
1440,1,15,pagerank_w_mean_0.75,1,0,0.1784,0.8194,0.0022
1441,0,16,pagerank_w_mean_0.75,1,0,0.4395,0.5048,0.0557
1442,1,17,pagerank_w_mean_0.75,1,0,0.1682,0.8284,0.0034
1443,1,18,pagerank_w_mean_0.75,1,0,0.2022,0.7954,0.0025
1444,1,19,pagerank_w_mean_0.75,1,0,0.1245,0.8736,0.002
1445,0,20,pagerank_w_mean_0.75,1,0,0.4405,0.4632,0.0964
1446,2,21,pagerank_w_mean_0.75,2,0,0.0467,0.0052,0.9482
1447,1,22,pagerank_w_mean_0.75,1,0,0.1899,0.808,0.0021
1448,2,23,pagerank_w_mean_0.75,2,0,0.0455,0.0026,0.9519
1449,2,24,pagerank_w_mean_0.75,2,0,0.0609,0.0059,0.9332
1450,2,25,pagerank_w_mean_0.75,2,0,0.0487,0.0045,0.9468
1451,1,26,pagerank_w_mean_0.75,1,0,0.1316,0.8639,0.0044
1452,2,27,pagerank_w_mean_0.75,2,0,0.0439,0.0041,0.952
1453,2,28,pagerank_w_mean_0.75,2,0,0.0541,0.0061,0.9398
1454,2,29,pagerank_w_mean_0.75,2,0,0.0365,0.0019,0.9616
1455,1,30,pagerank_w_mean_0.75,1,0,0.2278,0.7696,0.0026
1456,1,31,pagerank_w_mean_0.75,1,0,0.2238,0.7741,0.002
1457,2,32,pagerank_w_mean_0.75,2,0,0.0484,0.0072,0.9444
1458,2,33,pagerank_w_mean_0.75,2,0,0.0377,0.0031,0.9592
1459,0,34,pagerank_w_mean_0.75,1,0,0.4288,0.516,0.0552
1460,2,35,pagerank_w_mean_0.75,2,0,0.0333,0.0031,0.9635
1461,2,36,pagerank_w_mean_0.75,2,1,0.2846,0.0518,0.6637
1462,1,37,pagerank_w_mean_0.75,1,0,0.1405,0.8536,0.0058
1463,2,38,pagerank_w_mean_0.75,2,1,0.2545,0.0651,0.6804
1464,1,39,pagerank_w_mean_0.75,1,0,0.1594,0.8389,0.0017
1465,1,40,pagerank_w_mean_0.75,1,0,0.1966,0.8009,0.0026
1466,2,41,pagerank_w_mean_0.75,2,1,0.2574,0.0963,0.6463
1467,2,42,pagerank_w_mean_0.75,2,1,0.2461,0.0826,0.6713
1468,2,43,pagerank_w_mean_0.75,2,1,0.2426,0.1132,0.6442
1469,0,44,pagerank_w_mean_0.75,1,0,0.435,0.4779,0.0871
1470,0,45,pagerank_w_mean_0.75,1,0,0.4187,0.5196,0.0617
1471,2,46,pagerank_w_mean_0.75,2,1,0.2172,0.1185,0.6643
1472,1,47,pagerank_w_mean_0.75,1,0,0.1622,0.8359,0.0019
1473,1,48,pagerank_w_mean_0.75,1,0,0.2171,0.7798,0.0031
1474,1,49,pagerank_w_mean_0.75,1,0,0.1997,0.7965,0.0038
1475,1,50,pagerank_w_mean_0.75,1,1,0.0224,0.9595,0.0182
1476,2,51,pagerank_w_mean_0.75,2,1,0.3032,0.0713,0.6256
1477,1,52,pagerank_w_mean_0.75,1,1,0.0135,0.974,0.0125
1478,1,53,pagerank_w_mean_0.75,1,1,0.0174,0.966,0.0167
1479,1,54,pagerank_w_mean_0.75,1,1,0.021,0.9524,0.0266
1480,1,55,pagerank_w_mean_0.75,1,1,0.0214,0.9632,0.0154
1481,2,56,pagerank_w_mean_0.75,2,1,0.275,0.0905,0.6345
1482,1,57,pagerank_w_mean_0.75,1,1,0.0224,0.9609,0.0167
1483,1,58,pagerank_w_mean_0.75,1,1,0.0207,0.9642,0.0151
1484,0,59,pagerank_w_mean_0.75,1,0,0.4017,0.5246,0.0737
1485,1,60,pagerank_w_mean_0.75,1,1,0.0258,0.9521,0.0222
1486,2,61,pagerank_w_mean_0.75,2,1,0.2503,0.0953,0.6544
1487,1,62,pagerank_w_mean_0.75,1,1,0.0225,0.9517,0.0257
1488,1,63,pagerank_w_mean_0.75,1,1,0.0248,0.9568,0.0185
1489,0,64,pagerank_w_mean_0.75,1,0,0.4191,0.51,0.0708
1490,0,65,pagerank_w_mean_0.75,1,0,0.4391,0.4826,0.0783
1491,2,66,pagerank_w_mean_0.75,2,1,0.2533,0.088,0.6587
1492,0,67,pagerank_w_mean_0.75,1,0,0.4015,0.5428,0.0557
1493,1,68,pagerank_w_mean_0.75,1,1,0.0291,0.9417,0.0292
1494,1,69,pagerank_w_mean_0.75,1,1,0.0132,0.9713,0.0155
1495,1,70,pagerank_w_mean_0.75,1,1,0.0174,0.9637,0.0189
1496,2,71,pagerank_w_mean_0.75,2,1,0.293,0.0538,0.6532
1497,1,72,pagerank_w_mean_0.75,1,1,0.0232,0.9472,0.0296
1498,0,73,pagerank_w_mean_0.75,0,1,0.5468,0.0276,0.4256
1499,1,74,pagerank_w_mean_0.75,1,1,0.0276,0.9334,0.039
1500,1,75,pagerank_w_mean_0.75,1,1,0.021,0.9538,0.0252
1501,2,76,pagerank_w_mean_0.75,2,1,0.2365,0.0953,0.6682
1502,2,77,pagerank_w_mean_0.75,2,1,0.2461,0.0707,0.6832
1503,0,78,pagerank_w_mean_0.75,0,1,0.5364,0.0141,0.4496
1504,1,79,pagerank_w_mean_0.75,1,1,0.0243,0.9568,0.0189
1505,2,80,pagerank_w_mean_0.75,2,1,0.2256,0.1233,0.6511
1506,0,81,pagerank_w_mean_0.75,0,1,0.5837,0.0213,0.395
1507,1,82,pagerank_w_mean_0.75,1,1,0.0234,0.9586,0.018
1508,1,83,pagerank_w_mean_0.75,1,1,0.0139,0.9736,0.0125
1509,0,84,pagerank_w_mean_0.75,0,1,0.5019,0.0393,0.4588
1510,2,85,pagerank_w_mean_0.75,2,1,0.2691,0.0599,0.671
1511,1,86,pagerank_w_mean_0.75,1,1,0.0232,0.955,0.0217
1512,2,87,pagerank_w_mean_0.75,2,1,0.2483,0.0804,0.6714
1513,2,88,pagerank_w_mean_0.75,2,1,0.2912,0.0589,0.6499
1514,1,89,pagerank_w_mean_0.75,1,2,0.1825,0.7143,0.1031
1515,2,90,pagerank_w_mean_0.75,2,2,0.0219,0.0185,0.9596
1516,2,91,pagerank_w_mean_0.75,2,2,0.0286,0.0275,0.9439
1517,1,92,pagerank_w_mean_0.75,1,2,0.1503,0.7338,0.1159
1518,2,93,pagerank_w_mean_0.75,2,2,0.0279,0.0403,0.9317
1519,1,94,pagerank_w_mean_0.75,1,2,0.2313,0.6661,0.1026
1520,1,95,pagerank_w_mean_0.75,1,2,0.2521,0.6669,0.081
1521,1,96,pagerank_w_mean_0.75,1,2,0.2183,0.693,0.0886
1522,1,97,pagerank_w_mean_0.75,1,2,0.1731,0.7462,0.0807
1523,0,98,pagerank_w_mean_0.75,0,1,0.5326,0.0228,0.4446
1524,0,99,pagerank_w_mean_0.75,0,1,0.5107,0.0348,0.4545
1525,2,100,pagerank_w_mean_0.75,2,2,0.0272,0.0299,0.9429
1526,1,101,pagerank_w_mean_0.75,1,2,0.1604,0.7439,0.0957
1527,2,102,pagerank_w_mean_0.75,2,2,0.0253,0.0133,0.9614
1528,2,103,pagerank_w_mean_0.75,2,2,0.0384,0.0268,0.9348
1529,0,104,pagerank_w_mean_0.75,0,1,0.5246,0.0344,0.441
1530,2,105,pagerank_w_mean_0.75,2,2,0.0265,0.0162,0.9572
1531,1,106,pagerank_w_mean_0.75,1,2,0.1815,0.7442,0.0743
1532,2,107,pagerank_w_mean_0.75,2,2,0.0263,0.0232,0.9505
1533,1,108,pagerank_w_mean_0.75,1,2,0.2171,0.7279,0.0551
1534,0,109,pagerank_w_mean_0.75,2,1,0.4289,0.0418,0.5293
1535,2,110,pagerank_w_mean_0.75,2,2,0.0306,0.035,0.9344
1536,1,111,pagerank_w_mean_0.75,1,2,0.1827,0.7275,0.0898
1537,2,112,pagerank_w_mean_0.75,2,2,0.0527,0.0387,0.9086
1538,2,113,pagerank_w_mean_0.75,2,2,0.0244,0.0353,0.9403
1539,1,114,pagerank_w_mean_0.75,1,2,0.1922,0.7282,0.0796
1540,1,115,pagerank_w_mean_0.75,1,2,0.2514,0.6773,0.0713
1541,1,116,pagerank_w_mean_0.75,1,2,0.171,0.7557,0.0734
1542,2,117,pagerank_w_mean_0.75,2,2,0.0334,0.0366,0.93
1543,2,118,pagerank_w_mean_0.75,2,2,0.0256,0.0295,0.9448
1544,2,119,pagerank_w_mean_0.75,2,2,0.0343,0.053,0.9127
1545,1,120,pagerank_w_mean_0.75,1,2,0.2056,0.6942,0.1002
1546,2,121,pagerank_w_mean_0.75,2,2,0.03,0.0312,0.9389
1547,1,122,pagerank_w_mean_0.75,1,2,0.2104,0.7337,0.0559
1548,2,123,pagerank_w_mean_0.75,2,2,0.0201,0.0184,0.9614
1549,1,124,pagerank_w_mean_0.75,1,2,0.2131,0.7177,0.0691
1550,0,125,pagerank_w_mean_0.75,0,1,0.6191,0.0211,0.3598
1551,0,126,pagerank_w_mean_0.75,0,1,0.5207,0.0397,0.4396
1552,1,127,pagerank_w_mean_0.75,1,2,0.1556,0.7676,0.0768
1553,1,128,pagerank_w_mean_0.75,1,2,0.2538,0.678,0.0681
1554,1,129,pagerank_w_mean_0.75,1,2,0.2494,0.6761,0.0745
1555,0,130,pagerank_w_mean_0.75,0,1,0.524,0.0315,0.4445
1556,2,131,pagerank_w_mean_0.75,2,2,0.0232,0.0314,0.9454
1557,0,132,pagerank_w_mean_0.75,0,2,0.5421,0.3913,0.0665
1558,1,133,pagerank_w_mean_0.75,1,2,0.1818,0.7393,0.0788
1559,1,134,pagerank_w_mean_0.75,1,3,0.0537,0.9448,0.0014
1560,2,135,pagerank_w_mean_0.75,2,3,0.1451,0.0019,0.8529
1561,1,136,pagerank_w_mean_0.75,1,3,0.0306,0.969,0.0004
1562,2,137,pagerank_w_mean_0.75,2,3,0.1687,0.0041,0.8271
1563,1,138,pagerank_w_mean_0.75,1,3,0.0336,0.9654,0.0011
1564,1,139,pagerank_w_mean_0.75,1,3,0.0702,0.9282,0.0016
1565,0,140,pagerank_w_mean_0.75,0,2,0.632,0.3298,0.0382
1566,1,141,pagerank_w_mean_0.75,1,3,0.0453,0.954,0.0007
1567,0,142,pagerank_w_mean_0.75,0,2,0.5675,0.3756,0.0569
1568,2,143,pagerank_w_mean_0.75,2,3,0.2281,0.0087,0.7632
1569,0,144,pagerank_w_mean_0.75,0,2,0.6445,0.33,0.0255
1570,2,145,pagerank_w_mean_0.75,2,3,0.1635,0.0019,0.8346
1571,1,146,pagerank_w_mean_0.75,1,3,0.0411,0.9582,0.0008
1572,1,147,pagerank_w_mean_0.75,1,3,0.0424,0.9564,0.0012
1573,1,148,pagerank_w_mean_0.75,1,3,0.0388,0.9606,0.0006
1574,1,149,pagerank_w_mean_0.75,1,3,0.0345,0.9648,0.0007
1575,1,150,pagerank_w_mean_0.75,1,3,0.0511,0.9481,0.0008
1576,0,151,pagerank_w_mean_0.75,0,2,0.603,0.3664,0.0306
1577,0,152,pagerank_w_mean_0.75,0,2,0.5381,0.4063,0.0556
1578,2,153,pagerank_w_mean_0.75,2,3,0.1922,0.0035,0.8043
1579,1,154,pagerank_w_mean_0.75,1,3,0.0603,0.9386,0.0011
1580,2,155,pagerank_w_mean_0.75,2,3,0.1922,0.007,0.8008
1581,2,156,pagerank_w_mean_0.75,2,3,0.1786,0.0072,0.8142
1582,1,157,pagerank_w_mean_0.75,1,3,0.0518,0.9474,0.0008
