,graph_id,method,binary_prediction,true_label,probability_prediction_0,probability_prediction_1,probability_prediction_2
754,279,pagerank_w_mean_0.10,1,0,0.12333947373343675,0.5133229970934429,0.36333752917312034
755,280,pagerank_w_mean_0.10,1,1,0.19351209548509077,0.4338854806674379,0.3726024238474714
756,281,pagerank_w_mean_0.10,1,2,0.243478645595926,0.42643187402960664,0.3300894803744674
757,282,pagerank_w_mean_0.10,2,2,0.19828318165163072,0.3790386305620529,0.4226781877863164
758,283,pagerank_w_mean_0.10,1,1,0.11534329184358078,0.5208701011710851,0.3637866069853342
759,284,pagerank_w_mean_0.10,1,2,0.2763980075427488,0.43256786970179295,0.2910341227554583
760,285,pagerank_w_mean_0.10,0,0,0.35425792811334905,0.3444685164607821,0.301273555425869
761,286,pagerank_w_mean_0.10,1,1,0.22748815114967075,0.4210707495873156,0.35144109926301365
762,287,pagerank_w_mean_0.10,1,2,0.12839131452179325,0.4479380054828334,0.4236706799953734
763,288,pagerank_w_mean_0.10,1,2,0.09176166496995736,0.5706503988437845,0.3375879361862581
764,289,pagerank_w_mean_0.10,1,1,0.050507242130122955,0.6769393265054624,0.2725534313644146
765,290,pagerank_w_mean_0.10,1,2,0.21751303076064538,0.39839318613190683,0.3840937831074479
766,291,pagerank_w_mean_0.10,1,1,0.1217615715241386,0.5241155935270729,0.35412283494878843
767,292,pagerank_w_mean_0.10,2,1,0.3049446313788854,0.3207661935169827,0.3742891751041319
768,293,pagerank_w_mean_0.10,1,0,0.28635863187897986,0.38987655379769887,0.32376481432332127
769,294,pagerank_w_mean_0.10,2,0,0.34231519953448664,0.31420563018398867,0.34347917028152464
770,295,pagerank_w_mean_0.10,0,2,0.37566798749946795,0.32689666680141505,0.297435345699117
771,296,pagerank_w_mean_0.10,1,2,0.06287529931390025,0.5526463419923975,0.38447835869370234
772,297,pagerank_w_mean_0.10,1,1,0.06853632542602361,0.6400890070171577,0.2913746675568186
773,298,pagerank_w_mean_0.10,1,1,0.21743554771225498,0.41351342328751056,0.36905102900023445
774,299,pagerank_w_mean_0.10,0,0,0.46557051820039896,0.2489183860052892,0.28551109579431183
775,300,pagerank_w_mean_0.10,1,1,0.07091354130007242,0.6368649752172437,0.2922214834826839
776,301,pagerank_w_mean_0.10,0,0,0.36654784682078817,0.303028556936747,0.3304235962424648
777,302,pagerank_w_mean_0.10,1,1,0.25800972069198613,0.3714623620685069,0.3705279172395069
778,303,pagerank_w_mean_0.10,1,2,0.12605458997406457,0.5160027401405631,0.35794266988537227
779,304,pagerank_w_mean_0.10,2,1,0.3111373829504273,0.30108128757369823,0.38778132947587435
780,305,pagerank_w_mean_0.10,1,1,0.15277933510362451,0.4357625652092076,0.4114580996871679
781,306,pagerank_w_mean_0.10,2,1,0.15655544753464098,0.39523407581757897,0.4482104766477802
782,307,pagerank_w_mean_0.10,1,2,0.3048655460682706,0.41262370372340534,0.282510750208324
783,308,pagerank_w_mean_0.10,1,0,0.21482950800511427,0.43425025227940817,0.3509202397154776
784,309,pagerank_w_mean_0.10,1,2,0.3115633737438668,0.3610640286998859,0.3273725975562472
785,310,pagerank_w_mean_0.10,1,2,0.29877287710102146,0.390030902235852,0.31119622066312647
786,311,pagerank_w_mean_0.10,1,1,0.17540884050348238,0.44646548406572856,0.37812567543078907
787,312,pagerank_w_mean_0.10,1,1,0.228958355236592,0.3864570369593019,0.38458460780410614
788,313,pagerank_w_mean_0.10,0,0,0.44184762377118075,0.22877568353245437,0.3293766926963649
789,314,pagerank_w_mean_0.10,2,0,0.31002531966082464,0.28505615959708025,0.40491852074209517
790,315,pagerank_w_mean_0.10,1,1,0.11562598000669162,0.49172545985110033,0.392648560142208
791,316,pagerank_w_mean_0.10,1,2,0.25832266308309976,0.43146408808678066,0.31021324883011964
792,317,pagerank_w_mean_0.10,0,0,0.5217813161794866,0.19812689042773685,0.2800917933927764
793,318,pagerank_w_mean_0.10,1,2,0.1259028815122638,0.4480244179270192,0.42607270056071705
794,319,pagerank_w_mean_0.10,1,1,0.07699968141724269,0.6131572029943861,0.3098431155883712
795,320,pagerank_w_mean_0.10,1,2,0.08936094940308659,0.49938056904946215,0.41125848154745115
796,321,pagerank_w_mean_0.10,1,2,0.3268862509078383,0.3457018654391145,0.3274118836530472
797,322,pagerank_w_mean_0.10,1,1,0.2521423939964639,0.39797975645422107,0.34987784954931506
798,323,pagerank_w_mean_0.10,1,0,0.1344188796416031,0.5050263709143286,0.36055474944406823
799,324,pagerank_w_mean_0.10,2,1,0.3055156221448422,0.28118642750432593,0.41329795035083194
800,325,pagerank_w_mean_0.10,0,0,0.5016175471229494,0.21493730595171137,0.28344514692533923
801,326,pagerank_w_mean_0.10,2,1,0.28292914411794823,0.35508850479798043,0.36198235108407134
802,327,pagerank_w_mean_0.10,1,1,0.1838494213000322,0.4678496797655044,0.34830089893446337
803,328,pagerank_w_mean_0.10,1,1,0.06387288721017798,0.6159819863575522,0.32014512643226994
804,329,pagerank_w_mean_0.10,0,1,0.4199563326940462,0.24956368307000346,0.3304799842359503
805,330,pagerank_w_mean_0.10,1,0,0.10295807675778502,0.5259329985845429,0.37110892465767215
806,331,pagerank_w_mean_0.10,1,0,0.2564825512080901,0.3851684000906627,0.3583490487012472
807,332,pagerank_w_mean_0.10,1,1,0.2076967370461354,0.41252652778127247,0.37977673517259203
808,333,pagerank_w_mean_0.10,0,0,0.3744733286930378,0.27462312995133603,0.35090354135562607
809,334,pagerank_w_mean_0.10,1,0,0.11890604862440166,0.49318490009915283,0.3879090512764456
810,335,pagerank_w_mean_0.10,0,0,0.5928793572146018,0.17716798042845772,0.2299526623569405
811,336,pagerank_w_mean_0.10,2,2,0.21006259360903562,0.3927304555525077,0.3972069508384567
812,337,pagerank_w_mean_0.10,1,2,0.3412663319695886,0.35059532200676996,0.3081383460236414
813,338,pagerank_w_mean_0.10,2,0,0.31091887776486865,0.32165443070927263,0.3674266915258587
814,339,pagerank_w_mean_0.10,2,0,0.2715106376961408,0.331518709965033,0.3969706523388261
815,340,pagerank_w_mean_0.10,1,1,0.14751096654283283,0.4823465461762474,0.3701424872809199
816,341,pagerank_w_mean_0.10,0,0,0.511309449014228,0.1930553808091244,0.2956351701766474
817,342,pagerank_w_mean_0.10,1,1,0.08410435445353967,0.6423493725052589,0.27354627304120144
818,343,pagerank_w_mean_0.10,1,1,0.11614057081908699,0.5032649067590935,0.38059452242181957
819,344,pagerank_w_mean_0.10,1,2,0.16068607472556284,0.4272304410786958,0.41208348419574137
820,345,pagerank_w_mean_0.10,0,1,0.4012517835220222,0.28537798327927977,0.31337023319869806
821,346,pagerank_w_mean_0.10,1,2,0.22632892634702964,0.40254492683154736,0.3711261468214229
822,347,pagerank_w_mean_0.10,1,0,0.13303858970695703,0.5034550617508342,0.3635063485422087
823,348,pagerank_w_mean_0.10,1,0,0.1891197707893971,0.4277219675304239,0.38315826168017897
824,349,pagerank_w_mean_0.10,1,1,0.19088550329405643,0.4578299368583666,0.35128455984757706
825,350,pagerank_w_mean_0.10,1,0,0.255213590958339,0.41311297705405636,0.3316734319876046
826,351,pagerank_w_mean_0.10,1,1,0.1532170098526657,0.4690851227718038,0.3776978673755305
827,352,pagerank_w_mean_0.10,1,1,0.06588677329879826,0.5829549340782039,0.3511582926229978
828,353,pagerank_w_mean_0.10,2,1,0.19470342134487903,0.3957799670925451,0.4095166115625758
829,354,pagerank_w_mean_0.10,1,1,0.0665994756126981,0.6313098432252164,0.30209068116208554
830,355,pagerank_w_mean_0.10,2,2,0.16514806424384396,0.40439534215270734,0.43045659360344873
831,356,pagerank_w_mean_0.10,2,1,0.3220235604033341,0.30116464667801146,0.3768117929186544
832,357,pagerank_w_mean_0.10,1,2,0.1863461404265447,0.46576611541030455,0.34788774416315077
833,358,pagerank_w_mean_0.10,0,2,0.41036812186415655,0.3292862822802508,0.26034559585559264
834,359,pagerank_w_mean_0.10,1,2,0.24340026058635258,0.40788964919195847,0.348710090221689
835,360,pagerank_w_mean_0.10,1,2,0.260339510117428,0.38898284521786286,0.35067764466470913
836,361,pagerank_w_mean_0.10,2,2,0.1914751856603783,0.3938594911705656,0.4146653231690561
837,362,pagerank_w_mean_0.10,1,1,0.07549755369045721,0.5631050675223959,0.361397378787147
838,363,pagerank_w_mean_0.10,2,2,0.17789310170637435,0.3913427811254948,0.4307641171681308
839,364,pagerank_w_mean_0.10,1,2,0.14796499346733916,0.45151393817939045,0.4005210683532703
840,365,pagerank_w_mean_0.10,1,2,0.21997239223430856,0.42399857570770466,0.35602903205798675
841,366,pagerank_w_mean_0.10,1,1,0.11596065472899664,0.5256801250279491,0.3583592202430542
842,367,pagerank_w_mean_0.10,1,0,0.2625187245621984,0.39571608215182685,0.34176519328597466
843,368,pagerank_w_mean_0.10,1,1,0.08656511612457812,0.5551600003327054,0.3582748835427165
844,369,pagerank_w_mean_0.10,1,1,0.085085601346568,0.5530962288793444,0.36181816977408765
845,370,pagerank_w_mean_0.10,1,0,0.2746585863440077,0.3877065282913231,0.33763488536466923
846,371,pagerank_w_mean_0.10,0,1,0.39220332396856056,0.25936428052052524,0.34843239551091415
847,372,pagerank_w_mean_0.10,1,1,0.15078232127959698,0.4963469442192242,0.3528707345011789
848,373,pagerank_w_mean_0.10,2,1,0.31495363451464553,0.28009053326835764,0.4049558322169968
849,374,pagerank_w_mean_0.10,1,2,0.15805142903816613,0.5120832120435098,0.3298653589183241
850,375,pagerank_w_mean_0.10,1,1,0.17754495027405984,0.44255045589231,0.3799045938336303
851,376,pagerank_w_mean_0.10,1,2,0.1882474971848898,0.4204470699243244,0.3913054328907858
852,377,pagerank_w_mean_0.10,2,2,0.16255215912152285,0.4129117886695772,0.4245360522089
853,378,pagerank_w_mean_0.10,1,1,0.08524744219900075,0.5961796771507732,0.31857288065022593
854,379,pagerank_w_mean_0.10,2,2,0.20900179484100573,0.38282564717022477,0.40817255798876956
855,380,pagerank_w_mean_0.10,2,2,0.22565469297818289,0.3808744063032677,0.39347090071854945
856,381,pagerank_w_mean_0.10,1,1,0.07764429304127869,0.5911098349666831,0.33124587199203814
857,382,pagerank_w_mean_0.10,1,1,0.0659594754003182,0.6425392472175335,0.29150127738214826
858,383,pagerank_w_mean_0.10,1,2,0.11363408139208027,0.4754000379212404,0.41096588068667933
859,384,pagerank_w_mean_0.10,1,0,0.20187840445656452,0.4868997204591996,0.311221875084236
860,385,pagerank_w_mean_0.10,1,0,0.3419847139790802,0.3620923149174404,0.2959229711034793
861,386,pagerank_w_mean_0.10,0,2,0.5235508321201822,0.23309631417053042,0.24335285370928741
862,387,pagerank_w_mean_0.10,1,2,0.1889430341715258,0.4087408298505672,0.40231613597790694
863,388,pagerank_w_mean_0.10,1,2,0.12022080173162734,0.4779526740028151,0.4018265242655576
864,389,pagerank_w_mean_0.10,2,0,0.28650548073407117,0.3204827925580807,0.3930117267078482
865,390,pagerank_w_mean_0.10,2,1,0.25746078499690167,0.37117706605924017,0.37136214894385816
866,391,pagerank_w_mean_0.10,1,2,0.14297569613037928,0.44739319329939564,0.409631110570225
867,392,pagerank_w_mean_0.10,1,1,0.2381680827386762,0.3827859809951088,0.3790459362662151
868,393,pagerank_w_mean_0.10,1,1,0.09116348476378529,0.5923210871652629,0.31651542807095173
869,394,pagerank_w_mean_0.10,1,1,0.2543443594415315,0.3734095663921791,0.37224607416628946
870,395,pagerank_w_mean_0.10,0,0,0.574861861974146,0.1860186291419673,0.23911950888388658
871,396,pagerank_w_mean_0.10,0,0,0.4074325397181603,0.25313776361638324,0.3394296966654564
872,397,pagerank_w_mean_0.10,1,2,0.13080198336487062,0.5303987948267778,0.3387992218083516
873,398,pagerank_w_mean_0.10,0,0,0.5085478201122242,0.20544236770673713,0.28600981218103866
874,399,pagerank_w_mean_0.10,1,2,0.2397583427962893,0.39059695784829207,0.3696446993554187
875,400,pagerank_w_mean_0.10,2,1,0.32604761806172966,0.28643596104622543,0.3875164208920449
876,401,pagerank_w_mean_0.10,1,1,0.08827425435234416,0.6194659461440079,0.29225979950364805
877,402,pagerank_w_mean_0.10,1,2,0.06783242940304471,0.5483065652886907,0.38386100530826456
878,403,pagerank_w_mean_0.10,1,1,0.25640577630891764,0.38921057786552016,0.35438364582556225
879,404,pagerank_w_mean_0.10,1,1,0.06699785837501405,0.5944660085873061,0.3385361330376797
880,405,pagerank_w_mean_0.10,1,2,0.27983447762287933,0.4008508613596781,0.3193146610174425
881,406,pagerank_w_mean_0.10,1,1,0.06100104342788469,0.6218230442533187,0.31717591231879666
882,407,pagerank_w_mean_0.10,0,0,0.5817149867166191,0.18353802950713397,0.2347469837762469
883,408,pagerank_w_mean_0.10,1,1,0.18624717018817294,0.46462921309435506,0.34912361671747205
884,409,pagerank_w_mean_0.10,2,0,0.2256556965708187,0.37326388070985755,0.40108042271932376
885,410,pagerank_w_mean_0.10,2,2,0.1683469780685953,0.3992596244551368,0.4323933974762678
886,411,pagerank_w_mean_0.10,0,1,0.4118677469553506,0.2659021269773932,0.3222301260672564
887,412,pagerank_w_mean_0.10,2,2,0.2456028928582802,0.345494059708648,0.4089030474330718
888,413,pagerank_w_mean_0.10,0,0,0.49206161719968544,0.23275427652243874,0.2751841062778759
889,414,pagerank_w_mean_0.10,0,2,0.3643562480605105,0.3033420468453309,0.3323017050941587
890,415,pagerank_w_mean_0.10,1,1,0.1668327183483214,0.48919962300231473,0.34396765864936385
891,416,pagerank_w_mean_0.10,1,0,0.1679067072765983,0.4885952775751696,0.34349801514823225
892,417,pagerank_w_mean_0.10,1,2,0.1738937163446055,0.4186249012428208,0.40748138241257376
893,418,pagerank_w_mean_0.10,0,2,0.39678545686456934,0.25253852702468577,0.350676016110745
894,419,pagerank_w_mean_0.10,1,1,0.14567937183905863,0.4861732766491077,0.3681473515118336
895,420,pagerank_w_mean_0.10,0,1,0.45666619457231006,0.24983557964975522,0.2934982257779347
896,421,pagerank_w_mean_0.10,0,1,0.4239104501977004,0.20989466066586354,0.36619488913643594
897,422,pagerank_w_mean_0.10,1,0,0.17945019625036024,0.41757068552469057,0.40297911822494903
898,423,pagerank_w_mean_0.10,1,0,0.15324324827568883,0.4594336657247446,0.3873230859995665
899,424,pagerank_w_mean_0.10,1,0,0.10906050856350008,0.5239451730529535,0.36699431838354635
900,425,pagerank_w_mean_0.10,1,1,0.21019687703030873,0.44546102971104545,0.34434209325864595
901,426,pagerank_w_mean_0.10,1,1,0.07686457107234489,0.5762174617636479,0.3469179671640073
902,427,pagerank_w_mean_0.10,0,0,0.40357983961481175,0.261350194756164,0.33506996562902414
903,428,pagerank_w_mean_0.10,2,0,0.18558726237856743,0.3903708065956105,0.424041931025822
904,429,pagerank_w_mean_0.10,2,2,0.1781132373658725,0.39980010062992494,0.4220866620042026
905,430,pagerank_w_mean_0.10,1,1,0.10606795129151236,0.5569937213235296,0.336938327384958
906,431,pagerank_w_mean_0.10,2,1,0.33349845725768174,0.32800325489866966,0.3384982878436486
907,432,pagerank_w_mean_0.10,1,0,0.22636584115376374,0.4172286715050245,0.35640548734121175
908,433,pagerank_w_mean_0.10,1,2,0.09471521025843377,0.5073586992487461,0.3979260904928202
909,434,pagerank_w_mean_0.10,1,2,0.1970692847661467,0.4243817927777888,0.3785489224560645
910,435,pagerank_w_mean_0.10,1,0,0.14315678477908625,0.47955822902557227,0.3772849861953414
911,436,pagerank_w_mean_0.10,2,2,0.23548369309545375,0.34039864116187896,0.4241176657426673
912,437,pagerank_w_mean_0.10,1,2,0.18115511913873925,0.4130736521275481,0.40577122873371274
913,438,pagerank_w_mean_0.10,1,1,0.2973416995728433,0.35629729904319574,0.3463610013839609
914,439,pagerank_w_mean_0.10,2,1,0.21666682910121615,0.37463886698136867,0.40869430391741524
915,440,pagerank_w_mean_0.10,0,0,0.41797124122156776,0.262738445204905,0.31929031357352716
916,441,pagerank_w_mean_0.10,1,2,0.1290910357924646,0.4818787234518206,0.3890302407557148
917,442,pagerank_w_mean_0.10,0,0,0.4238397361187888,0.2879435642879621,0.288216699593249
918,443,pagerank_w_mean_0.10,0,0,0.43205939446226216,0.27971829321743075,0.28822231232030715
919,444,pagerank_w_mean_0.10,1,2,0.14564065172771629,0.4995757785577722,0.3547835697145116
920,445,pagerank_w_mean_0.10,2,0,0.3050779163633028,0.3382123391176682,0.3567097445190291
921,446,pagerank_w_mean_0.10,2,1,0.3529399803515254,0.2883518897544318,0.35870812989404277
922,447,pagerank_w_mean_0.10,1,2,0.12627986157103135,0.4726361263919868,0.40108401203698174
923,448,pagerank_w_mean_0.10,1,1,0.12094302970173822,0.5125979562720616,0.3664590140262001
924,449,pagerank_w_mean_0.10,1,1,0.1569864285717402,0.4364448757883052,0.40656869563995457
925,450,pagerank_w_mean_0.10,1,1,0.12994890419434776,0.5291375975738478,0.34091349823180445
926,451,pagerank_w_mean_0.10,1,2,0.15860880476157224,0.441644353362876,0.39974684187555176
927,452,pagerank_w_mean_0.10,0,1,0.3987391436770526,0.2383562089318564,0.3629046473910909
928,453,pagerank_w_mean_0.10,1,2,0.13189230526270923,0.49728314097754106,0.37082455375974976
929,454,pagerank_w_mean_0.10,0,2,0.4683346290087629,0.22837355948366836,0.3032918115075688
930,455,pagerank_w_mean_0.10,2,2,0.2939398592680638,0.34389876192943003,0.3621613788025061
931,456,pagerank_w_mean_0.10,1,2,0.09121564903556184,0.5195913955909003,0.3891929553735379
932,457,pagerank_w_mean_0.10,1,1,0.057079645016983656,0.6052242826619303,0.33769607232108606
933,458,pagerank_w_mean_0.10,2,0,0.2832173020130864,0.3550354858438745,0.361747212143039
934,459,pagerank_w_mean_0.10,0,0,0.4809569537123647,0.20547553630507898,0.3135675099825564
935,460,pagerank_w_mean_0.10,1,2,0.3321603940150928,0.37214524897368934,0.2956943570112179
936,461,pagerank_w_mean_0.10,1,1,0.10375114084548348,0.505690890575718,0.39055796857879854
937,462,pagerank_w_mean_0.10,1,2,0.16202916997355307,0.5053538400191971,0.3326169900072497
938,463,pagerank_w_mean_0.10,1,2,0.20693085860022845,0.443427459870517,0.3496416815292546
939,464,pagerank_w_mean_0.10,0,0,0.4028571028187727,0.2316177035386437,0.3655251936425837
940,465,pagerank_w_mean_0.10,1,2,0.2686050288292682,0.403274669927642,0.3281203012430898
941,466,pagerank_w_mean_0.10,0,2,0.36673582082698314,0.27967419837727364,0.3535899807957433
942,467,pagerank_w_mean_0.10,1,2,0.11333222225120505,0.4501672685437769,0.436500509205018
943,468,pagerank_w_mean_0.10,1,2,0.3247703534300499,0.35538259834571667,0.3198470482242334
944,469,pagerank_w_mean_0.10,0,2,0.38364370785501384,0.3183923110024658,0.2979639811425204
945,470,pagerank_w_mean_0.10,2,2,0.17804136326780987,0.3703461218010442,0.4516125149311458
946,471,pagerank_w_mean_0.10,2,0,0.22771181172371383,0.35251196190937883,0.41977622636690726
947,472,pagerank_w_mean_0.10,1,2,0.19141742301509737,0.43537278610844815,0.37320979087645456
948,473,pagerank_w_mean_0.10,1,1,0.15462307747866255,0.4342389862166812,0.4111379363046563
949,474,pagerank_w_mean_0.10,1,1,0.15666722662788254,0.48250236419183806,0.3608304091802795
950,0,pagerank_w_mean_0.20,0,1,0.43537949271068777,0.14744948088254653,0.41717102640676584
951,1,pagerank_w_mean_0.20,1,2,0.06895232680371124,0.5776127882811978,0.35343488491509095
952,2,pagerank_w_mean_0.20,1,0,0.21975088882974647,0.44374962511599314,0.3364994860542605
953,3,pagerank_w_mean_0.20,1,1,0.1757599708092453,0.41475425021630247,0.40948577897445226
954,4,pagerank_w_mean_0.20,1,2,0.2352416566232106,0.4242115809636978,0.3405467624130915
955,5,pagerank_w_mean_0.20,0,1,0.40571891547615724,0.2007143278813383,0.3935667566425045
956,6,pagerank_w_mean_0.20,0,2,0.36683559885431677,0.28260627447861275,0.35055812666707037
957,7,pagerank_w_mean_0.20,0,0,0.44444507139083783,0.14846124408177488,0.40709368452738737
958,8,pagerank_w_mean_0.20,0,2,0.4906879374716418,0.16378572266943411,0.3455263398589242
959,9,pagerank_w_mean_0.20,2,1,0.3358818374499127,0.29066602686040527,0.3734521356896821
960,10,pagerank_w_mean_0.20,2,2,0.22557731971148698,0.3596897969485818,0.41473288333993136
961,11,pagerank_w_mean_0.20,1,2,0.06789715181216252,0.6531974825440491,0.2789053656437885
962,12,pagerank_w_mean_0.20,1,2,0.12149168632367735,0.5383414926872543,0.34016682098906825
963,13,pagerank_w_mean_0.20,1,1,0.07011959297454519,0.5876442940764904,0.3422361129489643
964,14,pagerank_w_mean_0.20,1,1,0.15579679160751853,0.48510236598378875,0.3591008424086926
965,15,pagerank_w_mean_0.20,1,1,0.03619594888065616,0.7588683218691225,0.2049357292502214
966,16,pagerank_w_mean_0.20,1,0,0.235333957006281,0.4080526394782972,0.3566134035154218
967,17,pagerank_w_mean_0.20,1,1,0.08358352072361712,0.609406066821214,0.30701041245516886
968,18,pagerank_w_mean_0.20,2,1,0.28380131258121033,0.3029306498122178,0.4132680376065719
969,19,pagerank_w_mean_0.20,1,1,0.07048401838125097,0.6115520214190495,0.3179639601996996
970,20,pagerank_w_mean_0.20,0,0,0.3986909864152722,0.2538767470586719,0.34743226652605597
971,21,pagerank_w_mean_0.20,1,2,0.22953592386916105,0.4260473200084303,0.34441675612240863
972,22,pagerank_w_mean_0.20,2,1,0.22257554008113617,0.3267999149752031,0.45062454494366067
973,23,pagerank_w_mean_0.20,2,2,0.32278810589122725,0.3283938302299196,0.3488180638788532
974,24,pagerank_w_mean_0.20,1,2,0.13395993636033873,0.5063815400949779,0.3596585235446834
975,25,pagerank_w_mean_0.20,2,2,0.19074894215361524,0.36197850266903264,0.44727255517735226
976,26,pagerank_w_mean_0.20,2,1,0.2555241057191793,0.3125448031482642,0.43193109113255646
977,27,pagerank_w_mean_0.20,2,2,0.33852126351829875,0.24151790585051916,0.419960830631182
978,28,pagerank_w_mean_0.20,1,2,0.10829376358767467,0.5261849205231715,0.3655213158891539
979,29,pagerank_w_mean_0.20,1,2,0.27206629465091864,0.37048722256094657,0.3574464827881348
980,30,pagerank_w_mean_0.20,2,1,0.2520595711527999,0.32797904417051005,0.41996138467669003
981,31,pagerank_w_mean_0.20,2,1,0.27634183601664486,0.3007364072442604,0.4229217567390947
982,32,pagerank_w_mean_0.20,2,2,0.2600039571095169,0.3018758714651226,0.4381201714253604
983,33,pagerank_w_mean_0.20,0,2,0.39550506042330674,0.25519153721477367,0.3493034023619196
984,34,pagerank_w_mean_0.20,2,0,0.2727701929411384,0.2671478850807091,0.4600819219781526
985,35,pagerank_w_mean_0.20,1,2,0.1482641240954522,0.5494623314825794,0.30227354442196847
986,36,pagerank_w_mean_0.20,2,2,0.22596193334757972,0.3562740527808004,0.4177640138716198
987,37,pagerank_w_mean_0.20,1,1,0.12985395920362955,0.5456507139211255,0.32449532687524496
988,38,pagerank_w_mean_0.20,1,2,0.1282579315123684,0.5655762579553568,0.3061658105322747
989,39,pagerank_w_mean_0.20,1,1,0.04841032498342277,0.7021316042726095,0.24945807074396778
990,40,pagerank_w_mean_0.20,1,1,0.09701189872709418,0.5968361880636535,0.30615191320925234
991,41,pagerank_w_mean_0.20,1,2,0.14778795913516196,0.5242000940756916,0.3280119467891465
992,42,pagerank_w_mean_0.20,0,2,0.39389059127973675,0.25605793195658216,0.3500514767636812
993,43,pagerank_w_mean_0.20,1,2,0.07694723096365501,0.5833647621961369,0.33968800684020806
994,44,pagerank_w_mean_0.20,2,0,0.2118823434759722,0.3817287806534226,0.40638887587060524
995,45,pagerank_w_mean_0.20,2,0,0.2364284981793442,0.33224369528258507,0.43132780653807073
996,46,pagerank_w_mean_0.20,0,2,0.39402608543751233,0.2318389984315622,0.37413491613092553
997,47,pagerank_w_mean_0.20,2,1,0.39673887558372073,0.19503221426067732,0.4082289101556019
998,48,pagerank_w_mean_0.20,1,1,0.14982104043659733,0.5046405490025877,0.345538410560815
999,49,pagerank_w_mean_0.20,1,1,0.08033962232760032,0.6180862502259565,0.30157412744644324
1000,50,pagerank_w_mean_0.20,1,1,0.063487429315315,0.6714046754810848,0.26510789520360006
1001,51,pagerank_w_mean_0.20,2,2,0.37237985506651494,0.21119289937159874,0.4164272455618864
1002,52,pagerank_w_mean_0.20,2,1,0.4195629834305773,0.15493804121145616,0.42549897535796644
1003,53,pagerank_w_mean_0.20,1,1,0.036569544528306464,0.6905390786745,0.27289137679719344
1004,54,pagerank_w_mean_0.20,1,1,0.05575528070391813,0.714953562673425,0.2292911566226569
1005,55,pagerank_w_mean_0.20,1,1,0.052691437300555886,0.6961449587955411,0.2511636039039031
1006,56,pagerank_w_mean_0.20,2,2,0.2602672912854085,0.3570825818575766,0.3826501268570148
1007,57,pagerank_w_mean_0.20,2,1,0.271953068644984,0.2683909572696238,0.4596559740853921
1008,58,pagerank_w_mean_0.20,0,1,0.4198222087695144,0.19332627711304776,0.3868515141174378
1009,59,pagerank_w_mean_0.20,1,0,0.1568867953652571,0.4516919562395419,0.39142124839520104
1010,60,pagerank_w_mean_0.20,2,1,0.26742614149275096,0.32717540659236444,0.40539845191488466
1011,61,pagerank_w_mean_0.20,2,2,0.35401189071764716,0.24424127166477927,0.40174683761757357
1012,62,pagerank_w_mean_0.20,2,1,0.2363573290887389,0.3332487073423165,0.43039396356894466
1013,63,pagerank_w_mean_0.20,2,1,0.33479882379362225,0.24169036428027263,0.42351081192610507
1014,64,pagerank_w_mean_0.20,0,0,0.5477945098831705,0.10168330639545843,0.35052218372137117
1015,65,pagerank_w_mean_0.20,2,0,0.2917586500356831,0.3252982302618157,0.3829431197025012
1016,66,pagerank_w_mean_0.20,2,2,0.23230615033137805,0.32462899074544155,0.4430648589231804
1017,67,pagerank_w_mean_0.20,2,0,0.3590593006363761,0.2459891655087005,0.3949515338549234
1018,68,pagerank_w_mean_0.20,1,1,0.13708940950194198,0.528824763718474,0.33408582677958404
1019,69,pagerank_w_mean_0.20,1,1,0.12962933986709785,0.4979009255213361,0.3724697346115661
1020,70,pagerank_w_mean_0.20,1,1,0.03662198294315506,0.7386599309471422,0.22471808610970273
1021,71,pagerank_w_mean_0.20,1,2,0.16063709994348585,0.4789028537849993,0.3604600462715148
1022,72,pagerank_w_mean_0.20,1,1,0.07182768178599112,0.6399377388868196,0.2882345793271892
1023,73,pagerank_w_mean_0.20,0,0,0.42385851166237,0.1889689691572159,0.387172519180414
1024,74,pagerank_w_mean_0.20,1,1,0.18673638270795095,0.44979543102051206,0.36346818627153693
1025,75,pagerank_w_mean_0.20,1,1,0.06955681263943135,0.6203669699822789,0.3100762173782898
1026,76,pagerank_w_mean_0.20,1,2,0.20808909818376253,0.47181031534246576,0.3201005864737716
1027,77,pagerank_w_mean_0.20,1,2,0.22153151989378753,0.4636634976793969,0.3148049824268155
1028,78,pagerank_w_mean_0.20,1,0,0.1672423918844554,0.4374568429594814,0.39530076515606316
1029,79,pagerank_w_mean_0.20,1,1,0.027949305919600494,0.774205586582104,0.19784510749829542
1030,80,pagerank_w_mean_0.20,2,2,0.19390419949305807,0.3636185730917066,0.4424772274152353
1031,81,pagerank_w_mean_0.20,1,0,0.21595236431945034,0.4074868968631271,0.3765607388174226
1032,82,pagerank_w_mean_0.20,1,1,0.14540988426535598,0.5090432841145768,0.3455468316200672
1033,83,pagerank_w_mean_0.20,2,1,0.31827495013033413,0.23791221334326565,0.4438128365264002
1034,84,pagerank_w_mean_0.20,0,0,0.5425514037191067,0.11772140602354646,0.33972719025734677
1035,85,pagerank_w_mean_0.20,1,2,0.10674531730885767,0.4713738124327655,0.42188087025837695
1036,86,pagerank_w_mean_0.20,0,1,0.5563136654037936,0.11301666506047767,0.3306696695357288
1037,87,pagerank_w_mean_0.20,1,2,0.1649949745298863,0.46103416993695956,0.3739708555331541
