,true_label,graph_id,method,binary_prediction,fold,probability_prediction_0,probability_prediction_1,probability_prediction_2
9248,2,248,pagerank_w_proj_0.50,0,2,0.8054,0.0629,0.1318
9249,2,249,pagerank_w_proj_0.50,0,2,0.7092,0.0775,0.2133
9250,2,250,pagerank_w_proj_0.50,0,2,0.7026,0.0865,0.2109
9251,0,251,pagerank_w_proj_0.50,0,2,0.7988,0.0711,0.13
9252,2,252,pagerank_w_proj_0.50,0,2,0.6298,0.0849,0.2853
9253,0,253,pagerank_w_proj_0.50,0,2,0.7081,0.0828,0.209
9254,0,254,pagerank_w_proj_0.50,0,2,0.7948,0.0618,0.1434
9255,0,255,pagerank_w_proj_0.50,0,2,0.6876,0.081,0.2314
9256,0,256,pagerank_w_proj_0.50,0,2,0.7528,0.0743,0.1729
9257,2,257,pagerank_w_proj_0.50,0,2,0.6997,0.0779,0.2225
9258,2,258,pagerank_w_proj_0.50,0,2,0.5908,0.0826,0.3266
9259,2,259,pagerank_w_proj_0.50,0,2,0.6522,0.0935,0.2542
9260,0,260,pagerank_w_proj_0.50,0,2,0.8169,0.0699,0.1132
9261,0,261,pagerank_w_proj_0.50,0,2,0.7593,0.0714,0.1693
9262,1,262,pagerank_w_proj_0.50,2,3,0.2011,0.0837,0.7152
9263,2,263,pagerank_w_proj_0.50,0,2,0.6182,0.0855,0.2963
9264,2,264,pagerank_w_proj_0.50,0,2,0.7434,0.0647,0.1918
9265,2,265,pagerank_w_proj_0.50,0,2,0.5739,0.0942,0.3319
9266,0,266,pagerank_w_proj_0.50,0,2,0.8306,0.0615,0.1078
9267,1,267,pagerank_w_proj_0.50,2,3,0.2536,0.0851,0.6613
9268,0,268,pagerank_w_proj_0.50,0,2,0.7353,0.0845,0.1802
9269,2,269,pagerank_w_proj_0.50,0,2,0.6838,0.0982,0.218
9270,2,270,pagerank_w_proj_0.50,0,2,0.5412,0.0906,0.3682
9271,2,271,pagerank_w_proj_0.50,2,2,0.3397,0.0881,0.5722
9272,0,272,pagerank_w_proj_0.50,0,2,0.6679,0.0802,0.252
9273,2,273,pagerank_w_proj_0.50,0,2,0.4819,0.0933,0.4248
9274,0,274,pagerank_w_proj_0.50,0,2,0.7933,0.0653,0.1414
9275,0,275,pagerank_w_proj_0.50,2,3,0.2235,0.0693,0.7072
9276,2,276,pagerank_w_proj_0.50,0,2,0.5744,0.1016,0.324
9277,0,277,pagerank_w_proj_0.50,2,3,0.2553,0.0773,0.6673
9278,0,278,pagerank_w_proj_0.50,2,3,0.2915,0.0768,0.6317
9279,0,279,pagerank_w_proj_0.50,2,3,0.1352,0.0471,0.8177
9280,2,280,pagerank_w_proj_0.50,0,2,0.5955,0.078,0.3265
9281,2,281,pagerank_w_proj_0.50,2,2,0.4266,0.0935,0.4799
9282,0,282,pagerank_w_proj_0.50,2,3,0.2925,0.0875,0.6201
9283,2,283,pagerank_w_proj_0.50,0,2,0.7547,0.0768,0.1685
9284,1,284,pagerank_w_proj_0.50,2,3,0.2805,0.0904,0.6291
9285,0,285,pagerank_w_proj_0.50,2,3,0.3769,0.1019,0.5212
9286,0,286,pagerank_w_proj_0.50,2,3,0.1917,0.0814,0.7269
9287,2,287,pagerank_w_proj_0.50,2,3,0.2966,0.0881,0.6153
9288,2,288,pagerank_w_proj_0.50,2,3,0.1606,0.0713,0.7681
9289,0,289,pagerank_w_proj_0.50,2,3,0.2604,0.075,0.6646
9290,2,290,pagerank_w_proj_0.50,2,3,0.2099,0.0756,0.7145
9291,0,291,pagerank_w_proj_0.50,2,3,0.3484,0.0901,0.5615
9292,2,292,pagerank_w_proj_0.50,2,3,0.2179,0.076,0.7061
9293,2,293,pagerank_w_proj_0.50,2,3,0.208,0.0598,0.7322
9294,0,294,pagerank_w_proj_0.50,2,3,0.2152,0.0769,0.7079
9295,2,295,pagerank_w_proj_0.50,2,3,0.1646,0.0612,0.7742
9296,0,296,pagerank_w_proj_0.50,2,3,0.3023,0.081,0.6167
9297,0,297,pagerank_w_proj_0.50,2,3,0.2264,0.0814,0.6922
9298,2,298,pagerank_w_proj_0.50,2,3,0.1833,0.0626,0.7541
9299,0,299,pagerank_w_proj_0.50,2,3,0.1697,0.0557,0.7746
9300,2,300,pagerank_w_proj_0.50,2,3,0.1948,0.0703,0.7349
9301,0,301,pagerank_w_proj_0.50,2,3,0.3004,0.0872,0.6123
9302,2,302,pagerank_w_proj_0.50,2,3,0.2256,0.0763,0.6982
9303,2,303,pagerank_w_proj_0.50,2,3,0.3295,0.1077,0.5628
9304,0,304,pagerank_w_proj_0.50,2,3,0.2604,0.0799,0.6597
9305,1,305,pagerank_w_proj_0.50,2,4,0.4005,0.0728,0.5268
9306,2,306,pagerank_w_proj_0.50,2,3,0.1979,0.0703,0.7318
9307,2,307,pagerank_w_proj_0.50,2,3,0.2119,0.0705,0.7177
9308,1,308,pagerank_w_proj_0.50,2,4,0.2947,0.0741,0.6311
9309,2,309,pagerank_w_proj_0.50,2,3,0.178,0.0701,0.7519
9310,0,310,pagerank_w_proj_0.50,2,3,0.1852,0.0586,0.7562
9311,0,311,pagerank_w_proj_0.50,2,3,0.1994,0.0706,0.73
9312,0,312,pagerank_w_proj_0.50,2,3,0.3444,0.0859,0.5696
9313,2,313,pagerank_w_proj_0.50,2,3,0.2529,0.0766,0.6706
9314,0,314,pagerank_w_proj_0.50,2,3,0.2905,0.0913,0.6182
9315,0,315,pagerank_w_proj_0.50,2,3,0.2839,0.0912,0.6248
9316,2,316,pagerank_w_proj_0.50,2,3,0.3028,0.0949,0.6024
9317,1,317,pagerank_w_proj_0.50,2,4,0.3772,0.1058,0.517
9318,0,318,pagerank_w_proj_0.50,2,3,0.3048,0.0852,0.61
9319,0,319,pagerank_w_proj_0.50,2,3,0.2774,0.0788,0.6438
9320,0,320,pagerank_w_proj_0.50,2,3,0.3285,0.1025,0.569
9321,0,321,pagerank_w_proj_0.50,2,3,0.3974,0.111,0.4916
9322,2,322,pagerank_w_proj_0.50,2,3,0.1906,0.0712,0.7382
9323,2,323,pagerank_w_proj_0.50,2,3,0.1618,0.0599,0.7783
9324,0,324,pagerank_w_proj_0.50,2,3,0.4106,0.0989,0.4905
9325,2,325,pagerank_w_proj_0.50,2,3,0.1708,0.0614,0.7678
9326,2,326,pagerank_w_proj_0.50,2,3,0.2393,0.08,0.6807
9327,0,327,pagerank_w_proj_0.50,2,3,0.3461,0.0978,0.5561
9328,2,328,pagerank_w_proj_0.50,2,3,0.2055,0.0633,0.7312
9329,2,329,pagerank_w_proj_0.50,2,3,0.166,0.0585,0.7756
9330,0,330,pagerank_w_proj_0.50,2,3,0.2372,0.0674,0.6953
9331,2,331,pagerank_w_proj_0.50,2,3,0.1786,0.0713,0.7501
9332,2,332,pagerank_w_proj_0.50,2,3,0.3821,0.089,0.529
9333,2,333,pagerank_w_proj_0.50,2,3,0.1818,0.0628,0.7554
9334,0,334,pagerank_w_proj_0.50,2,3,0.2427,0.0787,0.6786
9335,0,335,pagerank_w_proj_0.50,2,3,0.1923,0.0626,0.7452
9336,0,336,pagerank_w_proj_0.50,2,3,0.1673,0.0536,0.7791
9337,0,337,pagerank_w_proj_0.50,2,3,0.3345,0.0922,0.5733
9338,0,338,pagerank_w_proj_0.50,2,3,0.2884,0.0815,0.6301
9339,0,339,pagerank_w_proj_0.50,2,3,0.2159,0.077,0.7071
9340,2,340,pagerank_w_proj_0.50,2,3,0.1267,0.0528,0.8206
9341,0,341,pagerank_w_proj_0.50,2,3,0.2748,0.0844,0.6407
9342,0,342,pagerank_w_proj_0.50,2,3,0.443,0.1091,0.4479
9343,2,343,pagerank_w_proj_0.50,2,3,0.2033,0.0693,0.7273
9344,0,344,pagerank_w_proj_0.50,2,4,0.4487,0.065,0.4862
9345,2,345,pagerank_w_proj_0.50,2,3,0.2304,0.0668,0.7028
9346,2,346,pagerank_w_proj_0.50,2,3,0.2106,0.0731,0.7163
9347,0,347,pagerank_w_proj_0.50,2,4,0.449,0.0774,0.4736
9348,0,348,pagerank_w_proj_0.50,2,4,0.3579,0.0602,0.5818
9349,2,349,pagerank_w_proj_0.50,2,3,0.3368,0.0806,0.5826
9350,0,350,pagerank_w_proj_0.50,2,4,0.2799,0.0719,0.6482
9351,0,351,pagerank_w_proj_0.50,0,4,0.5619,0.0762,0.3619
9352,2,352,pagerank_w_proj_0.50,2,3,0.1344,0.0608,0.8048
9353,2,353,pagerank_w_proj_0.50,2,3,0.1696,0.064,0.7664
9354,1,354,pagerank_w_proj_0.50,0,4,0.4796,0.0833,0.4371
9355,2,355,pagerank_w_proj_0.50,2,3,0.1232,0.0572,0.8196
9356,2,356,pagerank_w_proj_0.50,2,3,0.2854,0.0676,0.647
9357,2,357,pagerank_w_proj_0.50,2,3,0.1964,0.0661,0.7374
9358,2,358,pagerank_w_proj_0.50,2,3,0.2469,0.0812,0.672
9359,2,359,pagerank_w_proj_0.50,2,3,0.1864,0.0584,0.7551
9360,2,360,pagerank_w_proj_0.50,2,3,0.162,0.0624,0.7756
9361,0,361,pagerank_w_proj_0.50,2,4,0.2838,0.063,0.6532
9362,2,362,pagerank_w_proj_0.50,2,3,0.1707,0.053,0.7762
9363,2,363,pagerank_w_proj_0.50,2,3,0.2751,0.0711,0.6538
9364,1,364,pagerank_w_proj_0.50,2,4,0.348,0.0795,0.5724
9365,2,365,pagerank_w_proj_0.50,2,3,0.216,0.0714,0.7126
9366,0,366,pagerank_w_proj_0.50,2,4,0.3831,0.0736,0.5433
9367,2,367,pagerank_w_proj_0.50,2,3,0.2472,0.0728,0.68
9368,2,368,pagerank_w_proj_0.50,2,3,0.2726,0.0877,0.6397
9369,2,369,pagerank_w_proj_0.50,2,3,0.217,0.0742,0.7088
9370,0,370,pagerank_w_proj_0.50,0,4,0.5492,0.0755,0.3753
9371,2,371,pagerank_w_proj_0.50,2,3,0.3197,0.0945,0.5858
9372,2,372,pagerank_w_proj_0.50,2,3,0.2018,0.065,0.7332
9373,2,373,pagerank_w_proj_0.50,2,4,0.3271,0.0978,0.5751
9374,2,374,pagerank_w_proj_0.50,2,4,0.2926,0.0541,0.6533
9375,1,375,pagerank_w_proj_0.50,2,4,0.407,0.109,0.4839
9376,2,376,pagerank_w_proj_0.50,2,4,0.3648,0.0856,0.5496
9377,2,377,pagerank_w_proj_0.50,2,4,0.3361,0.0732,0.5907
9378,2,378,pagerank_w_proj_0.50,2,4,0.2741,0.0766,0.6493
9379,0,379,pagerank_w_proj_0.50,2,4,0.3879,0.0788,0.5333
9380,0,380,pagerank_w_proj_0.50,0,4,0.4973,0.0793,0.4234
9381,0,381,pagerank_w_proj_0.50,0,4,0.5252,0.0875,0.3873
9382,2,382,pagerank_w_proj_0.50,2,4,0.3104,0.0781,0.6115
9383,0,383,pagerank_w_proj_0.50,2,4,0.3674,0.0616,0.571
9384,2,384,pagerank_w_proj_0.50,2,4,0.3,0.077,0.623
9385,2,385,pagerank_w_proj_0.50,2,4,0.2462,0.0701,0.6837
9386,2,386,pagerank_w_proj_0.50,2,4,0.2629,0.0592,0.6778
9387,0,387,pagerank_w_proj_0.50,0,4,0.5828,0.0794,0.3378
9388,0,388,pagerank_w_proj_0.50,2,4,0.4223,0.0627,0.515
9389,0,389,pagerank_w_proj_0.50,2,4,0.4585,0.0798,0.4617
9390,0,390,pagerank_w_proj_0.50,0,4,0.5136,0.075,0.4115
9391,2,391,pagerank_w_proj_0.50,2,4,0.1952,0.0634,0.7414
9392,0,392,pagerank_w_proj_0.50,2,4,0.392,0.0734,0.5347
9393,2,393,pagerank_w_proj_0.50,2,4,0.3188,0.0855,0.5956
9394,2,394,pagerank_w_proj_0.50,2,4,0.3611,0.0625,0.5764
9395,2,395,pagerank_w_proj_0.50,2,4,0.3914,0.066,0.5426
9396,2,396,pagerank_w_proj_0.50,2,4,0.3192,0.071,0.6098
9397,2,397,pagerank_w_proj_0.50,0,4,0.4903,0.0769,0.4328
9398,0,398,pagerank_w_proj_0.50,0,4,0.488,0.0754,0.4367
9399,2,399,pagerank_w_proj_0.50,2,4,0.3485,0.0919,0.5596
9400,0,400,pagerank_w_proj_0.50,0,4,0.477,0.0868,0.4362
9401,2,401,pagerank_w_proj_0.50,2,4,0.2658,0.0677,0.6664
9402,0,402,pagerank_w_proj_0.50,2,4,0.4293,0.0805,0.4902
9403,2,403,pagerank_w_proj_0.50,0,4,0.4821,0.0897,0.4282
9404,2,404,pagerank_w_proj_0.50,2,4,0.2276,0.0728,0.6995
9405,0,405,pagerank_w_proj_0.50,0,4,0.6249,0.0804,0.2948
9406,0,406,pagerank_w_proj_0.50,0,4,0.4958,0.073,0.4312
9407,2,407,pagerank_w_proj_0.50,2,4,0.3308,0.0618,0.6074
9408,2,408,pagerank_w_proj_0.50,2,4,0.2219,0.0569,0.7212
9409,0,409,pagerank_w_proj_0.50,0,4,0.55,0.0814,0.3686
9410,1,410,pagerank_w_proj_0.50,0,4,0.4949,0.0942,0.4109
9411,0,411,pagerank_w_proj_0.50,0,4,0.6967,0.0646,0.2388
9412,0,412,pagerank_w_proj_0.50,0,4,0.5953,0.0869,0.3178
9413,2,413,pagerank_w_proj_0.50,2,4,0.2201,0.0675,0.7124
9414,0,414,pagerank_w_proj_0.50,2,4,0.3932,0.092,0.5148
9415,2,415,pagerank_w_proj_0.50,2,4,0.2775,0.0706,0.6519
9416,2,416,pagerank_w_proj_0.50,2,4,0.3818,0.0712,0.547
9417,0,417,pagerank_w_proj_0.50,0,4,0.4983,0.0795,0.4222
9418,1,418,pagerank_w_proj_0.50,0,4,0.4667,0.1016,0.4317
9419,0,419,pagerank_w_proj_0.50,2,4,0.3791,0.0865,0.5344
9420,2,420,pagerank_w_proj_0.50,2,4,0.2623,0.0581,0.6796
9421,0,421,pagerank_w_proj_0.50,2,4,0.3862,0.0756,0.5382
9422,0,422,pagerank_w_proj_0.50,2,4,0.407,0.0636,0.5294
9423,2,423,pagerank_w_proj_0.50,2,4,0.4151,0.0846,0.5003
9424,0,424,pagerank_w_proj_0.50,2,4,0.4463,0.0832,0.4705
9425,2,425,pagerank_w_proj_0.50,2,4,0.3006,0.0688,0.6305
9426,0,426,pagerank_w_proj_0.50,2,4,0.4079,0.0848,0.5072
9427,2,427,pagerank_w_proj_0.50,2,4,0.4087,0.0633,0.528
9428,2,428,pagerank_w_proj_0.50,2,4,0.2932,0.0696,0.6371
9429,0,429,pagerank_w_proj_0.50,2,4,0.3724,0.0778,0.5498
9430,2,430,pagerank_w_proj_0.50,2,4,0.2604,0.0665,0.6731
9431,0,431,pagerank_w_proj_0.50,0,4,0.58,0.0853,0.3347
9432,2,432,pagerank_w_proj_0.50,2,4,0.2878,0.0777,0.6345
9433,2,433,pagerank_w_proj_0.50,2,4,0.2799,0.0594,0.6607
9434,2,434,pagerank_w_proj_0.50,2,4,0.207,0.0625,0.7304
9435,1,435,pagerank_w_proj_0.50,2,4,0.3997,0.0759,0.5243
9436,2,436,pagerank_w_proj_0.50,2,4,0.2327,0.0567,0.7106
9437,0,437,pagerank_w_proj_0.50,2,4,0.3446,0.0685,0.5868
9438,0,438,pagerank_w_proj_0.50,2,5,0.4064,0.1144,0.4792
9439,2,439,pagerank_w_proj_0.50,2,4,0.2283,0.0637,0.708
9440,2,440,pagerank_w_proj_0.50,2,4,0.2948,0.0858,0.6193
9441,0,441,pagerank_w_proj_0.50,0,5,0.4432,0.1162,0.4406
9442,0,442,pagerank_w_proj_0.50,2,5,0.3597,0.0992,0.5411
9443,0,443,pagerank_w_proj_0.50,0,5,0.5233,0.0992,0.3775
9444,2,444,pagerank_w_proj_0.50,2,4,0.3118,0.0768,0.6114
9445,2,445,pagerank_w_proj_0.50,2,4,0.3181,0.0792,0.6027
9446,2,446,pagerank_w_proj_0.50,2,4,0.297,0.0661,0.6369
9447,2,447,pagerank_w_proj_0.50,2,4,0.3649,0.0767,0.5584
9448,2,448,pagerank_w_proj_0.50,2,4,0.368,0.0594,0.5727
9449,2,449,pagerank_w_proj_0.50,2,4,0.3456,0.0665,0.588
9450,2,450,pagerank_w_proj_0.50,2,4,0.3068,0.0679,0.6254
9451,0,451,pagerank_w_proj_0.50,0,5,0.4503,0.1213,0.4284
9452,2,452,pagerank_w_proj_0.50,2,4,0.3771,0.073,0.5499
9453,0,453,pagerank_w_proj_0.50,2,5,0.4098,0.1185,0.4717
9454,0,454,pagerank_w_proj_0.50,0,5,0.525,0.1203,0.3547
9455,0,455,pagerank_w_proj_0.50,2,5,0.4244,0.1391,0.4365
9456,2,456,pagerank_w_proj_0.50,2,4,0.4089,0.0709,0.5203
9457,2,457,pagerank_w_proj_0.50,2,5,0.3063,0.0904,0.6032
9458,0,458,pagerank_w_proj_0.50,0,5,0.4787,0.1139,0.4074
9459,2,459,pagerank_w_proj_0.50,2,5,0.3744,0.0966,0.529
9460,2,460,pagerank_w_proj_0.50,2,5,0.3344,0.1075,0.5582
9461,0,461,pagerank_w_proj_0.50,0,5,0.4708,0.1422,0.387
9462,0,462,pagerank_w_proj_0.50,2,5,0.4148,0.099,0.4862
9463,2,463,pagerank_w_proj_0.50,0,5,0.452,0.1157,0.4324
9464,0,464,pagerank_w_proj_0.50,0,5,0.5068,0.1057,0.3874
9465,2,465,pagerank_w_proj_0.50,2,5,0.4226,0.1154,0.462
9466,1,466,pagerank_w_proj_0.50,2,4,0.3911,0.0849,0.524
9467,2,467,pagerank_w_proj_0.50,2,5,0.2393,0.0871,0.6736
9468,0,468,pagerank_w_proj_0.50,0,5,0.4452,0.1265,0.4283
9469,2,469,pagerank_w_proj_0.50,2,5,0.3143,0.1151,0.5706
9470,1,470,pagerank_w_proj_0.50,0,5,0.4736,0.1164,0.41
9471,0,471,pagerank_w_proj_0.50,0,5,0.6187,0.0986,0.2827
9472,0,472,pagerank_w_proj_0.50,2,5,0.4218,0.119,0.4592
9473,0,473,pagerank_w_proj_0.50,0,5,0.4812,0.1086,0.4102
9474,0,474,pagerank_w_proj_0.50,0,5,0.4624,0.1114,0.4262
9475,0,475,pagerank_w_proj_0.50,2,5,0.4317,0.1034,0.4649
9476,2,476,pagerank_w_proj_0.50,2,5,0.4296,0.1018,0.4686
9477,0,477,pagerank_w_proj_0.50,0,5,0.5231,0.1283,0.3486
9478,2,478,pagerank_w_proj_0.50,2,5,0.3996,0.1005,0.5
9479,0,479,pagerank_w_proj_0.50,2,5,0.4445,0.105,0.4504
9480,2,480,pagerank_w_proj_0.50,2,5,0.3692,0.1116,0.5192
9481,2,481,pagerank_w_proj_0.50,0,5,0.4541,0.1059,0.44
9482,2,482,pagerank_w_proj_0.50,2,5,0.3262,0.1145,0.5593
9483,1,483,pagerank_w_proj_0.50,2,5,0.3607,0.1326,0.5067
9484,2,484,pagerank_w_proj_0.50,2,5,0.4036,0.1069,0.4894
9485,2,485,pagerank_w_proj_0.50,0,5,0.4703,0.0958,0.4339
9486,2,486,pagerank_w_proj_0.50,2,5,0.3944,0.0882,0.5174
9487,2,487,pagerank_w_proj_0.50,2,5,0.2533,0.0884,0.6583
9488,0,488,pagerank_w_proj_0.50,2,5,0.4098,0.1253,0.4649
9489,2,489,pagerank_w_proj_0.50,2,5,0.3711,0.0984,0.5306
9490,0,490,pagerank_w_proj_0.50,0,5,0.5596,0.1188,0.3216
9491,2,491,pagerank_w_proj_0.50,2,5,0.3878,0.1155,0.4967
9492,2,492,pagerank_w_proj_0.50,2,5,0.3422,0.0888,0.5689
9493,2,493,pagerank_w_proj_0.50,2,5,0.3704,0.0952,0.5344
9494,1,494,pagerank_w_proj_0.50,0,5,0.5024,0.1199,0.3777
9495,2,495,pagerank_w_proj_0.50,2,5,0.3561,0.1069,0.537
9496,2,496,pagerank_w_proj_0.50,2,5,0.3689,0.1274,0.5037
9497,2,497,pagerank_w_proj_0.50,2,5,0.4123,0.1281,0.4596
9498,2,498,pagerank_w_proj_0.50,0,5,0.5185,0.1092,0.3723
9499,0,499,pagerank_w_proj_0.50,0,5,0.4921,0.1218,0.3861
9500,2,500,pagerank_w_proj_0.50,2,5,0.4343,0.123,0.4426
9501,0,501,pagerank_w_proj_0.50,0,5,0.5053,0.1172,0.3775
9502,0,502,pagerank_w_proj_0.50,0,5,0.458,0.1064,0.4356
9503,0,503,pagerank_w_proj_0.50,0,5,0.5139,0.1024,0.3837
9504,1,504,pagerank_w_proj_0.50,2,5,0.3252,0.1238,0.5509
9505,2,505,pagerank_w_proj_0.50,2,5,0.4004,0.1149,0.4847
9506,0,506,pagerank_w_proj_0.50,0,5,0.4969,0.1082,0.3949
9507,2,507,pagerank_w_proj_0.50,0,5,0.6095,0.114,0.2765
9508,2,508,pagerank_w_proj_0.50,2,5,0.394,0.1023,0.5038
9509,0,509,pagerank_w_proj_0.50,2,5,0.4164,0.1043,0.4793
9510,0,510,pagerank_w_proj_0.50,2,5,0.4068,0.1005,0.4927
9511,1,511,pagerank_w_proj_0.50,2,5,0.2934,0.1079,0.5987
9512,0,512,pagerank_w_proj_0.50,2,5,0.4299,0.1135,0.4566
9513,0,513,pagerank_w_proj_0.50,2,5,0.4276,0.1141,0.4582
9514,2,514,pagerank_w_proj_0.50,0,5,0.4801,0.0943,0.4256
9515,2,515,pagerank_w_proj_0.50,2,5,0.4089,0.1,0.4911
9516,0,516,pagerank_w_proj_0.50,0,5,0.5623,0.1033,0.3344
9517,2,517,pagerank_w_proj_0.50,2,5,0.3859,0.0966,0.5175
9518,2,518,pagerank_w_proj_0.50,2,5,0.3633,0.1214,0.5153
9519,2,519,pagerank_w_proj_0.50,0,5,0.5175,0.1066,0.3758
9520,0,520,pagerank_w_proj_0.50,0,5,0.4648,0.1031,0.4321
9521,2,521,pagerank_w_proj_0.50,2,5,0.2908,0.0847,0.6245
9522,2,522,pagerank_w_proj_0.50,2,5,0.3116,0.1121,0.5763
9523,0,523,pagerank_w_proj_0.50,0,5,0.4726,0.1128,0.4145
9524,1,524,pagerank_w_proj_0.50,0,5,0.4451,0.1162,0.4387
9525,2,525,pagerank_w_proj_0.50,2,5,0.3641,0.136,0.4999
9526,0,526,pagerank_w_proj_0.50,0,5,0.4519,0.1034,0.4447
9527,1,527,pagerank_w_proj_0.50,2,5,0.4244,0.11,0.4656
9528,2,528,pagerank_w_proj_0.50,2,5,0.3952,0.1317,0.4731
9529,0,529,pagerank_w_proj_0.50,2,6,0.3253,0.1045,0.5702
9530,2,530,pagerank_w_proj_0.50,2,5,0.3884,0.0842,0.5273
9531,0,531,pagerank_w_proj_0.50,0,6,0.4547,0.1209,0.4244
9532,2,532,pagerank_w_proj_0.50,2,5,0.3606,0.0992,0.5402
9533,1,533,pagerank_w_proj_0.50,2,5,0.3441,0.1024,0.5535
9534,1,534,pagerank_w_proj_0.50,2,5,0.3097,0.1206,0.5697
9535,0,535,pagerank_w_proj_0.50,2,6,0.2692,0.0909,0.6399
9536,1,536,pagerank_w_proj_0.50,0,5,0.5583,0.1296,0.312
9537,0,537,pagerank_w_proj_0.50,2,6,0.3369,0.1123,0.5507
9538,0,538,pagerank_w_proj_0.50,2,6,0.3889,0.1124,0.4987
9539,2,539,pagerank_w_proj_0.50,2,5,0.3472,0.0992,0.5535
9540,0,540,pagerank_w_proj_0.50,2,6,0.3613,0.1065,0.5321
9541,0,541,pagerank_w_proj_0.50,2,6,0.3816,0.1089,0.5095
9542,2,542,pagerank_w_proj_0.50,2,5,0.2546,0.0957,0.6497
9543,2,543,pagerank_w_proj_0.50,0,5,0.4735,0.0912,0.4353
9544,2,544,pagerank_w_proj_0.50,2,5,0.4013,0.1173,0.4814
9545,2,545,pagerank_w_proj_0.50,2,5,0.3529,0.1123,0.5349
9546,2,546,pagerank_w_proj_0.50,2,5,0.3555,0.116,0.5284
9547,0,547,pagerank_w_proj_0.50,0,6,0.4679,0.1252,0.4069
9548,0,548,pagerank_w_proj_0.50,2,6,0.4228,0.1199,0.4573
9549,0,549,pagerank_w_proj_0.50,0,6,0.4658,0.1156,0.4187
9550,2,550,pagerank_w_proj_0.50,2,6,0.4028,0.1182,0.479
9551,0,551,pagerank_w_proj_0.50,0,6,0.4986,0.1176,0.3837
9552,0,552,pagerank_w_proj_0.50,0,6,0.495,0.1428,0.3621
9553,0,553,pagerank_w_proj_0.50,2,6,0.3608,0.1465,0.4927
9554,2,554,pagerank_w_proj_0.50,2,6,0.212,0.0832,0.7048
9555,0,555,pagerank_w_proj_0.50,2,6,0.4213,0.1313,0.4474
9556,1,556,pagerank_w_proj_0.50,0,6,0.4509,0.1065,0.4426
9557,2,557,pagerank_w_proj_0.50,2,6,0.2944,0.0814,0.6242
9558,0,558,pagerank_w_proj_0.50,2,6,0.3176,0.1152,0.5672
9559,2,559,pagerank_w_proj_0.50,2,6,0.4055,0.1116,0.4829
9560,2,560,pagerank_w_proj_0.50,2,6,0.3369,0.1153,0.5478
9561,2,561,pagerank_w_proj_0.50,2,6,0.3484,0.1116,0.54
9562,0,562,pagerank_w_proj_0.50,2,6,0.3794,0.1112,0.5094
9563,0,563,pagerank_w_proj_0.50,2,6,0.4345,0.1051,0.4604
9564,2,564,pagerank_w_proj_0.50,2,6,0.2351,0.1062,0.6587
9565,2,565,pagerank_w_proj_0.50,2,6,0.342,0.1054,0.5526
9566,2,566,pagerank_w_proj_0.50,2,6,0.1954,0.0858,0.7188
9567,2,567,pagerank_w_proj_0.50,2,6,0.3479,0.1062,0.5459
9568,2,568,pagerank_w_proj_0.50,2,6,0.3305,0.1295,0.54
9569,2,569,pagerank_w_proj_0.50,2,6,0.2619,0.09,0.6481
9570,2,570,pagerank_w_proj_0.50,2,6,0.3158,0.1094,0.5748
9571,2,571,pagerank_w_proj_0.50,2,6,0.2867,0.0909,0.6224
9572,2,572,pagerank_w_proj_0.50,2,6,0.314,0.1095,0.5765
9573,2,573,pagerank_w_proj_0.50,2,6,0.3656,0.1122,0.5222
9574,2,574,pagerank_w_proj_0.50,2,6,0.1713,0.0791,0.7496
9575,2,575,pagerank_w_proj_0.50,2,6,0.3652,0.1154,0.5194
9576,0,576,pagerank_w_proj_0.50,2,6,0.4088,0.1196,0.4717
9577,0,577,pagerank_w_proj_0.50,2,6,0.4211,0.1242,0.4547
9578,2,578,pagerank_w_proj_0.50,2,6,0.2913,0.078,0.6307
9579,2,579,pagerank_w_proj_0.50,2,6,0.2751,0.0934,0.6315
9580,1,580,pagerank_w_proj_0.50,0,6,0.4846,0.1444,0.371
9581,1,581,pagerank_w_proj_0.50,2,6,0.3767,0.1444,0.4789
9582,0,582,pagerank_w_proj_0.50,2,6,0.4252,0.1236,0.4512
9583,2,583,pagerank_w_proj_0.50,2,6,0.4242,0.1153,0.4605
9584,2,584,pagerank_w_proj_0.50,2,6,0.398,0.1241,0.4779
9585,0,585,pagerank_w_proj_0.50,2,6,0.4142,0.12,0.4658
9586,2,586,pagerank_w_proj_0.50,2,6,0.3696,0.1083,0.5221
9587,2,587,pagerank_w_proj_0.50,2,6,0.402,0.0994,0.4986
9588,0,588,pagerank_w_proj_0.50,2,6,0.2846,0.1061,0.6093
9589,2,589,pagerank_w_proj_0.50,2,6,0.3104,0.1028,0.5869
9590,0,590,pagerank_w_proj_0.50,0,6,0.4535,0.141,0.4055
9591,0,591,pagerank_w_proj_0.50,2,6,0.4187,0.1031,0.4783
9592,1,592,pagerank_w_proj_0.50,0,6,0.438,0.1491,0.4129
9593,0,593,pagerank_w_proj_0.50,2,6,0.3559,0.0981,0.546
9594,0,594,pagerank_w_proj_0.50,2,6,0.393,0.1299,0.477
9595,0,595,pagerank_w_proj_0.50,2,6,0.3575,0.1205,0.522
9596,2,596,pagerank_w_proj_0.50,2,6,0.3894,0.1312,0.4794
9597,2,597,pagerank_w_proj_0.50,2,6,0.3581,0.1131,0.5288
9598,2,598,pagerank_w_proj_0.50,2,6,0.2629,0.0921,0.6449
